description;strike;kind;bid;ask;underBid;underAsk;created_at
GFGC1033OC;1033;CALL;234;261,499;1170;1174;9/19/2023 16:28
GFGC1033OC;1033;CALL;234;261,5;1166,5;1172,5;9/19/2023 16:30
GFGC1033OC;1033;CALL;235;261,5;1170;1172,95;9/19/2023 16:31
GFGC1033OC;1033;CALL;234;236;1161;1171,95;9/19/2023 16:32
GFGC1033OC;1033;CALL;232;261,499;1160,05;1170;9/19/2023 16:33
GFGC1033OC;1033;CALL;232;235;1158,1;1171;9/19/2023 16:34
GFGC1033OC;1033;CALL;232;250;1169,95;1170;9/19/2023 16:36
GFGC1033OC;1033;CALL;232;261,499;1161,05;1168;9/19/2023 16:37
GFGC1033OC;1033;CALL;232;250;1160,05;1168;9/19/2023 16:38
GFGC1033OC;1033;CALL;232;249,89;1161;1168;9/19/2023 16:41
GFGC1033OC;1033;CALL;230;232;1163;1166;9/19/2023 16:51
GFGC1033OC;1033;CALL;225;232;1161;1163;9/19/2023 16:55
GFGC1033OC;1033;CALL;226;232;1155;1162;9/19/2023 16:56
GFGC1033OC;1033;CALL;225;232;1145,95;1158;9/19/2023 16:58
GFGC1033OC;1033;CALL;180;\N;1198;1140;9/20/2023 10:46
GFGC1033OC;1033;CALL;180,002;289;1175;1186;9/20/2023 11:02
GFGC1033OC;1033;CALL;200;289;1175;1182;9/20/2023 11:03
GFGC1033OC;1033;CALL;200,001;289;1175,5;1179,5;9/20/2023 11:04
GFGC1033OC;1033;CALL;201,001;289;1172,05;1176;9/20/2023 11:06
GFGC1033OC;1033;CALL;200,001;289;1169,5;1173;9/20/2023 11:09
GFGC1033OC;1033;CALL;200,001;288,999;1170;1174;9/20/2023 11:10
GFGC1033OC;1033;CALL;200;288,999;1170,85;1174;9/20/2023 11:11
GFGC1033OC;1033;CALL;200;279,349;1169;1171;9/20/2023 11:15
GFGC1033OC;1033;CALL;200;273,599;1166,55;1168,05;9/20/2023 11:16
GFGC1033OC;1033;CALL;200,001;288;1164,35;1169,5;9/20/2023 11:18
GFGC1033OC;1033;CALL;200;288,8;1162,85;1169,5;9/20/2023 11:19
GFGC1033OC;1033;CALL;200;285,389;1163,85;1169,5;9/20/2023 11:20
GFGC1033OC;1033;CALL;200,001;281,08;1164;1169,5;9/20/2023 11:21
GFGC1033OC;1033;CALL;200,001;280,513;1165;1169,5;9/20/2023 11:22
GFGC1033OC;1033;CALL;200,001;277,839;1164;1169,5;9/20/2023 11:23
GFGC1033OC;1033;CALL;200;277,5;1164,5;1169,5;9/20/2023 11:24
GFGC1033OC;1033;CALL;200,001;276,849;1164,5;1169;9/20/2023 11:25
GFGC1033OC;1033;CALL;200;275,443;1165,05;1169,5;9/20/2023 11:26
GFGC1033OC;1033;CALL;218;265,999;1165,05;1166,9;9/20/2023 11:35
GFGC1033OC;1033;CALL;218;263;1165,3;1166;9/20/2023 11:36
GFGC1033OC;1033;CALL;218;265,999;1163;1166;9/20/2023 11:37
GFGC1033OC;1033;CALL;218,1;244;1155,5;1159,9;9/20/2023 12:13
GFGC1033OC;1033;CALL;222;244;1157,5;1159,9;9/20/2023 12:14
GFGC1033OC;1033;CALL;218,1;244;1157,5;1159;9/20/2023 12:15
GFGC1033OC;1033;CALL;218,1;244;1154,05;1154,5;9/20/2023 12:18
GFGC1033OC;1033;CALL;218,1;243,9;1153,05;1153,5;9/20/2023 12:19
GFGC1033OC;1033;CALL;218,1;244;1150;1154,5;9/20/2023 12:20
GFGC1033OC;1033;CALL;218,1;242,89;1150,5;1151;9/20/2023 12:28
GFGC1033OC;1033;CALL;200;230;1149,5;1150;9/20/2023 12:31
GFGC1033OC;1033;CALL;200;229,9;1141,5;1142;9/20/2023 12:38
GFGC1033OC;1033;CALL;200;230;1137;1140;9/20/2023 12:39
GFGC1033OC;1033;CALL;185,001;230;1145;1146,95;9/20/2023 12:41
GFGC1033OC;1033;CALL;185;230;1141;1142;9/20/2023 12:42
GFGC1033OC;1033;CALL;185,001;230;1142;1145;9/20/2023 12:43
GFGC1033OC;1033;CALL;180,002;230;1142;1143;9/20/2023 12:44
GFGC1033OC;1033;CALL;180,003;225;1140,5;1143;9/20/2023 12:47
GFGC1033OC;1033;CALL;180,002;225;1141,1;1143;9/20/2023 12:48
GFGC1033OC;1033;CALL;180,003;224;1141;1141,1;9/20/2023 12:49
GFGC1033OC;1033;CALL;180,002;224;1136,55;1140,6;9/20/2023 12:50
GFGC1033OC;1033;CALL;180,002;218;1134,8;1139;9/20/2023 12:52
GFGC1033OC;1033;CALL;180,003;218;1140;1141,1;9/20/2023 12:53
GFGC1033OC;1033;CALL;180,004;218;1138;1142;9/20/2023 12:58
GFGC1033OC;1033;CALL;180,003;218;1140,05;1144,45;9/20/2023 13:01
GFGC1033OC;1033;CALL;180,004;218;1141;1144,9;9/20/2023 13:03
GFGC1033OC;1033;CALL;180,004;224;1145,5;1151;9/20/2023 13:05
GFGC1033OC;1033;CALL;185,001;224;1149,45;1153;9/20/2023 13:06
GFGC1033OC;1033;CALL;185;224;1148;1149,8;9/20/2023 13:09
GFGC1033OC;1033;CALL;200;224;1145,1;1147;9/20/2023 13:10
GFGC1033OC;1033;CALL;205;224;1150;1151;9/20/2023 13:29
GFGC1033OC;1033;CALL;206;224;1145;1147;9/20/2023 13:38
GFGC1033OC;1033;CALL;210;224;1148,05;1149;9/20/2023 14:06
GFGC1033OC;1033;CALL;212;224;1149,1;1151;9/20/2023 14:11
GFGC1033OC;1033;CALL;210;224;1148,5;1152;9/20/2023 14:24
GFGC1033OC;1033;CALL;206;224;1146,05;1149;9/20/2023 14:40
GFGC1033OC;1033;CALL;206;218;1136,05;1140;9/20/2023 15:53
GFGC1033OC;1033;CALL;206;224;1137,45;1140;9/20/2023 15:54
GFGC1033OC;1033;CALL;200;224;1137;1140;9/20/2023 15:58
GFGC1033OC;1033;CALL;190;224;1133,5;1134,1;9/20/2023 16:07
GFGC1033OC;1033;CALL;185,1;224;1129;1133,5;9/20/2023 16:17
GFGC1033OC;1033;CALL;185,001;224;1122,05;1124;9/20/2023 16:22
GFGC1033OC;1033;CALL;185,001;223,9;1125,25;1128;9/20/2023 16:27
GFGC1033OC;1033;CALL;185,001;223,8;1121,55;1122;9/20/2023 16:33
GFGC1033OC;1033;CALL;185,001;223,999;1122,05;1124,9;9/20/2023 16:37
GFGC1033OC;1033;CALL;185,001;200;1125;1127;9/20/2023 16:38
GFGC1033OC;1033;CALL;186;200;1125;1129;9/20/2023 16:39
GFGC1033OC;1033;CALL;187;200;1125;1126;9/20/2023 16:42
GFGC1033OC;1033;CALL;187;199;1125;1125,4;9/20/2023 16:49
GFGC1033OC;1033;CALL;187;199,999;1115;1119;9/20/2023 17:00
GFGC1033OC;1033;CALL;187;350;1100;1165;9/20/2023 17:36
GFGC1033OC;1033;CALL;170;350;1165;1099,95;9/21/2023 10:46
GFGC1033OC;1033;CALL;170;345;1086,95;1089,95;9/21/2023 11:05
GFGC1033OC;1033;CALL;170;340;1090,5;1094,5;9/21/2023 11:08
GFGC1033OC;1033;CALL;170;185;1100;1103;9/21/2023 11:10
GFGC1033OC;1033;CALL;170;349,9;1095;1100;9/21/2023 11:12
GFGC1033OC;1033;CALL;172;349,9;1086,05;1090;9/21/2023 11:13
GFGC1033OC;1033;CALL;153,68;348;1087,55;1092,25;9/21/2023 11:17
GFGC1033OC;1033;CALL;153,68;190;1088;1092,25;9/21/2023 11:18
GFGC1033OC;1033;CALL;153,68;349,9;1099,75;1099,95;9/21/2023 11:22
GFGC1033OC;1033;CALL;153,685;349,9;1094,7;1097;9/21/2023 11:25
GFGC1033OC;1033;CALL;153,68;340;1095,25;1097;9/21/2023 11:26
GFGC1033OC;1033;CALL;153,68;348;1097;1099;9/21/2023 11:29
GFGC1033OC;1033;CALL;149,1;348;1097;1098,9;9/21/2023 11:30
GFGC1033OC;1033;CALL;149,15;348;1098;1098,5;9/21/2023 11:33
GFGC1033OC;1033;CALL;149,15;349;1098;1098,9;9/21/2023 11:34
GFGC1033OC;1033;CALL;149,15;295;1103;1103,95;9/21/2023 11:35
GFGC1033OC;1033;CALL;149,15;240;1103,95;1104;9/21/2023 11:36
GFGC1033OC;1033;CALL;150,1;200;1103;1104,95;9/21/2023 11:37
GFGC1033OC;1033;CALL;151,1;200;1107,9;1109,95;9/21/2023 11:39
GFGC1033OC;1033;CALL;160;200;1107,9;1108;9/21/2023 11:40
GFGC1033OC;1033;CALL;160,1;199,9;1108;1110;9/21/2023 11:41
GFGC1033OC;1033;CALL;160,1;200;1110;1111;9/21/2023 11:42
GFGC1033OC;1033;CALL;165,1;200;1110;1110,5;9/21/2023 11:44
GFGC1033OC;1033;CALL;165,5;199,9;1110;1110,4;9/21/2023 11:46
GFGC1033OC;1033;CALL;165;200;1108,5;1109;9/21/2023 11:48
GFGC1033OC;1033;CALL;168;200;1107,9;1108,9;9/21/2023 11:50
GFGC1033OC;1033;CALL;168;195;1097;1100;9/21/2023 11:57
GFGC1033OC;1033;CALL;165;195;1096,1;1097;9/21/2023 11:58
GFGC1033OC;1033;CALL;165;200;1095,4;1096;9/21/2023 12:00
GFGC1033OC;1033;CALL;167;199,5;1096,1;1098,9;9/21/2023 12:04
GFGC1033OC;1033;CALL;167;175;1096;1097,5;9/21/2023 12:06
GFGC1033OC;1033;CALL;168;199,9;1096,05;1097,5;9/21/2023 12:08
GFGC1033OC;1033;CALL;168;179;1098,9;1099;9/21/2023 12:12
GFGC1033OC;1033;CALL;168;199,9;1100;1104,5;9/21/2023 12:14
GFGC1033OC;1033;CALL;168;200;1100,1;1101,15;9/21/2023 12:16
GFGC1033OC;1033;CALL;170;200;1103;1103,9;9/21/2023 12:25
GFGC1033OC;1033;CALL;170;177;1096;1100;9/21/2023 12:30
GFGC1033OC;1033;CALL;170;200;1095;1097,5;9/21/2023 12:36
GFGC1033OC;1033;CALL;170;175;1095;1096,85;9/21/2023 12:37
GFGC1033OC;1033;CALL;168;175;1089,5;1094;9/21/2023 12:45
GFGC1033OC;1033;CALL;160,1;175;1089,65;1093;9/21/2023 12:47
GFGC1033OC;1033;CALL;162;170;1089,65;1094;9/21/2023 12:48
GFGC1033OC;1033;CALL;162;170;1090;1093;9/21/2023 12:54
GFGC1033OC;1033;CALL;164,5;170;1090;1091,65;9/21/2023 12:57
GFGC1033OC;1033;CALL;164,501;195;1088,5;1089;9/21/2023 12:58
GFGC1033OC;1033;CALL;164,5;194;1087,2;1088;9/21/2023 12:59
GFGC1033OC;1033;CALL;164,5;199,9;1087,2;1087,9;9/21/2023 13:02
GFGC1033OC;1033;CALL;164,5;194,8;1087,2;1087,95;9/21/2023 13:03
GFGC1033OC;1033;CALL;165;194;1086;1087;9/21/2023 13:04
GFGC1033OC;1033;CALL;165;195;1087,95;1088;9/21/2023 13:08
GFGC1033OC;1033;CALL;165;195,5;1089;1090;9/21/2023 13:11
GFGC1033OC;1033;CALL;165;198;1090;1092,75;9/21/2023 13:12
GFGC1033OC;1033;CALL;166;197;1092,1;1093,05;9/21/2023 13:15
GFGC1033OC;1033;CALL;166,1;198,8;1096,45;1096,85;9/21/2023 13:17
GFGC1033OC;1033;CALL;166,1;199,9;1097;1097,5;9/21/2023 13:18
GFGC1033OC;1033;CALL;165;199,9;1097;1099;9/21/2023 13:19
GFGC1033OC;1033;CALL;165;199,999;1098;1098,9;9/21/2023 13:20
GFGC1033OC;1033;CALL;165;200;1096;1100;9/21/2023 13:21
GFGC1033OC;1033;CALL;170;200;1100,5;1103,95;9/21/2023 13:22
GFGC1033OC;1033;CALL;165;200;1095;1099,5;9/21/2023 13:28
GFGC1033OC;1033;CALL;166;200;1095;1099;9/21/2023 13:30
GFGC1033OC;1033;CALL;166,001;200;1103;1106,05;9/21/2023 13:33
GFGC1033OC;1033;CALL;166,001;199,9;1110;1111,95;9/21/2023 13:42
GFGC1033OC;1033;CALL;177;200;1110,5;1111;9/21/2023 13:43
GFGC1033OC;1033;CALL;170;200;1106;1108;9/21/2023 13:44
GFGC1033OC;1033;CALL;170,001;200;1102,75;1107;9/21/2023 13:45
GFGC1033OC;1033;CALL;170,002;200;1107;1110,25;9/21/2023 13:47
GFGC1033OC;1033;CALL;170,002;199,9;1108;1110,45;9/21/2023 13:49
GFGC1033OC;1033;CALL;170,002;200;1107;1110,45;9/21/2023 13:50
GFGC1033OC;1033;CALL;170,002;199,9;1104,2;1104,95;9/21/2023 13:59
GFGC1033OC;1033;CALL;170,002;199,999;1102,25;1105;9/21/2023 14:00
GFGC1033OC;1033;CALL;170,002;200;1104,9;1109,15;9/21/2023 14:01
GFGC1033OC;1033;CALL;170,003;200;1116;1116,5;9/21/2023 14:06
GFGC1033OC;1033;CALL;173,1;200;1130;1135,95;9/21/2023 14:08
GFGC1033OC;1033;CALL;173,6;200;1126;1129;9/21/2023 14:10
GFGC1033OC;1033;CALL;173,6;199;1120;1124,8;9/21/2023 14:12
GFGC1033OC;1033;CALL;173,5;199;1118,5;1124;9/21/2023 14:13
GFGC1033OC;1033;CALL;174;199;1118;1121,5;9/21/2023 14:15
GFGC1033OC;1033;CALL;174,1;199;1122;1123;9/21/2023 14:19
GFGC1033OC;1033;CALL;180;199;1122,1;1123;9/21/2023 14:20
GFGC1033OC;1033;CALL;176;199;1109;1113,9;9/21/2023 14:24
GFGC1033OC;1033;CALL;176;198,9;1111,5;1112,5;9/21/2023 14:29
GFGC1033OC;1033;CALL;176;198,9;1110;1111;9/21/2023 14:36
GFGC1033OC;1033;CALL;174;199;1105;1108;9/21/2023 14:39
GFGC1033OC;1033;CALL;174;198,999;1101,35;1105;9/21/2023 14:41
GFGC1033OC;1033;CALL;174;199;1101;1101,05;9/21/2023 14:42
GFGC1033OC;1033;CALL;174;198,999;1102,55;1104;9/21/2023 14:44
GFGC1033OC;1033;CALL;174;199;1103;1104;9/21/2023 14:45
GFGC1033OC;1033;CALL;174;198,9;1104,1;1105;9/21/2023 14:49
GFGC1033OC;1033;CALL;174;198;1103,5;1104,95;9/21/2023 14:59
GFGC1033OC;1033;CALL;174;198;1101;1105;9/21/2023 15:04
GFGC1033OC;1033;CALL;174;199;1101,55;1104,9;9/21/2023 15:07
GFGC1033OC;1033;CALL;174;198,999;1102,65;1105;9/21/2023 15:17
GFGC1033OC;1033;CALL;174;194;1104,5;1105;9/21/2023 15:19
GFGC1033OC;1033;CALL;174;189,9;1102;1102,5;9/21/2023 15:22
GFGC1033OC;1033;CALL;174;190;1101;1102;9/21/2023 15:29
GFGC1033OC;1033;CALL;174;189,9;1102;1102,5;9/21/2023 15:30
GFGC1033OC;1033;CALL;174;185;1101;1101,1;9/21/2023 15:32
GFGC1033OC;1033;CALL;170,002;184;1092,5;1096;9/21/2023 16:11
GFGC1033OC;1033;CALL;170,002;180;1093,2;1095;9/21/2023 16:19
GFGC1033OC;1033;CALL;170,002;180;1094;1097;9/21/2023 16:26
GFGC1033OC;1033;CALL;171;180;1096,55;1100;9/21/2023 16:44
GFGC1033OC;1033;CALL;171,001;180;1097;1099;9/21/2023 16:46
GFGC1033OC;1033;CALL;172;180;1094;1095;9/21/2023 16:52
GFGC1033OC;1033;CALL;171,001;180;1099,85;1099,9;9/21/2023 16:54
GFGC1033OC;1033;CALL;171,001;184;1099,2;1100;9/21/2023 16:56
GFGC1033OC;1033;CALL;172;184;1100,5;1101;9/21/2023 16:57
GFGC1033OC;1033;CALL;\N;350;1100,5;1045;9/22/2023 10:46
GFGC1033OC;1033;CALL;150;350;1105;1150;9/22/2023 11:01
GFGC1033OC;1033;CALL;150,001;350;1131;1135,55;9/22/2023 11:07
GFGC1033OC;1033;CALL;150;350;1129,55;1133;9/22/2023 11:09
GFGC1033OC;1033;CALL;151;349,9;1128;1133;9/22/2023 11:10
GFGC1033OC;1033;CALL;150,1;349,9;1128,5;1130;9/22/2023 11:13
GFGC1033OC;1033;CALL;150,101;349,9;1120;1124;9/22/2023 11:17
GFGC1033OC;1033;CALL;150,15;349,9;1114,2;1115;9/22/2023 11:18
GFGC1033OC;1033;CALL;151;200;1116;1120;9/22/2023 11:19
GFGC1033OC;1033;CALL;152,5;200;1117,5;1124;9/22/2023 11:21
GFGC1033OC;1033;CALL;150,15;200;1118,5;1123,95;9/22/2023 11:24
GFGC1033OC;1033;CALL;156;200;1118;1119;9/22/2023 11:26
GFGC1033OC;1033;CALL;160,5;200;1117;1119;9/22/2023 11:27
GFGC1033OC;1033;CALL;160,5;199,999;1116;1118;9/22/2023 11:29
GFGC1033OC;1033;CALL;158,7;199,999;1116;1117;9/22/2023 11:30
GFGC1033OC;1033;CALL;158,75;349,9;1114;1115,45;9/22/2023 11:37
GFGC1033OC;1033;CALL;158,7;349,9;1110;1114,1;9/22/2023 11:45
GFGC1033OC;1033;CALL;158,75;349,9;1115,3;1118;9/22/2023 11:56
GFGC1033OC;1033;CALL;162,001;349,9;1110,05;1113,7;9/22/2023 12:03
GFGC1033OC;1033;CALL;162,002;349,9;1113;1115;9/22/2023 12:06
GFGC1033OC;1033;CALL;162,002;199;1112,9;1115;9/22/2023 12:08
GFGC1033OC;1033;CALL;162,002;198,9;1112;1112,9;9/22/2023 12:10
GFGC1033OC;1033;CALL;162,001;199;1112;1112,5;9/22/2023 12:12
GFGC1033OC;1033;CALL;162,001;198,9;1110;1111;9/22/2023 12:19
GFGC1033OC;1033;CALL;162,001;199;1110;1112;9/22/2023 12:24
GFGC1033OC;1033;CALL;162,001;198,9;1111;1111,95;9/22/2023 12:25
GFGC1033OC;1033;CALL;162,001;199;1112,1;1113,4;9/22/2023 12:26
GFGC1033OC;1033;CALL;162,002;199;1112;1113;9/22/2023 12:28
GFGC1033OC;1033;CALL;162,001;198,9;1109,05;1112,95;9/22/2023 12:29
GFGC1033OC;1033;CALL;162,002;199;1112;1115;9/22/2023 12:31
GFGC1033OC;1033;CALL;162,005;198,9;1113;1115;9/22/2023 12:35
GFGC1033OC;1033;CALL;162,005;199;1112;1113;9/22/2023 12:40
GFGC1033OC;1033;CALL;162,005;198,9;1111,2;1111,9;9/22/2023 12:43
GFGC1033OC;1033;CALL;162,005;199;1111;1111,9;9/22/2023 12:44
GFGC1033OC;1033;CALL;162,006;199;1109;1111;9/22/2023 12:46
GFGC1033OC;1033;CALL;162,005;199;1110;1112;9/22/2023 12:49
GFGC1033OC;1033;CALL;162,005;199;1109;1110;9/22/2023 13:22
GFGC1033OC;1033;CALL;162,005;198,9;1106,45;1107,95;9/22/2023 13:23
GFGC1033OC;1033;CALL;162,1;198,9;1102,1;1106,5;9/22/2023 13:28
GFGC1033OC;1033;CALL;162,1;196,5;1099,15;1100;9/22/2023 13:31
GFGC1033OC;1033;CALL;162,1;196;1099,1;1100;9/22/2023 13:32
GFGC1033OC;1033;CALL;162,11;194;1098,4;1099;9/22/2023 13:33
GFGC1033OC;1033;CALL;162,11;198,8;1102,05;1105,85;9/22/2023 13:35
GFGC1033OC;1033;CALL;162,11;198,9;1105;1105,85;9/22/2023 13:38
GFGC1033OC;1033;CALL;165;198,9;1106;1109;9/22/2023 13:56
GFGC1033OC;1033;CALL;165,001;198,9;1106;1108;9/22/2023 14:17
GFGC1033OC;1033;CALL;165,001;198,5;1105,25;1106;9/22/2023 14:37
GFGC1033OC;1033;CALL;165,001;195;1103,1;1105,25;9/22/2023 14:40
GFGC1033OC;1033;CALL;165,001;198,8;1103,2;1105;9/22/2023 14:43
GFGC1033OC;1033;CALL;165,001;198;1101,55;1103;9/22/2023 14:44
GFGC1033OC;1033;CALL;165,001;179;1103;1106,5;9/22/2023 14:47
GFGC1033OC;1033;CALL;165,001;198,9;1104,05;1107,5;9/22/2023 14:56
GFGC1033OC;1033;CALL;165,001;197,4;1104;1105,05;9/22/2023 15:05
GFGC1033OC;1033;CALL;165,001;195;1104,05;1105,05;9/22/2023 15:06
GFGC1033OC;1033;CALL;165,001;188;1104,1;1107;9/22/2023 15:11
GFGC1033OC;1033;CALL;167;195;1106,05;1109;9/22/2023 15:39
GFGC1033OC;1033;CALL;167;194,9;1106,5;1108,5;9/22/2023 15:44
GFGC1033OC;1033;CALL;167;195;1107;1108,4;9/22/2023 15:46
GFGC1033OC;1033;CALL;167;195;1108,5;1109;9/22/2023 15:49
GFGC1033OC;1033;CALL;170;194;1108;1109,95;9/22/2023 15:57
GFGC1033OC;1033;CALL;171;194;1108;1109;9/22/2023 15:58
GFGC1033OC;1033;CALL;171;195;1105,85;1108,7;9/22/2023 16:00
GFGC1033OC;1033;CALL;175;189;1105,2;1106,5;9/22/2023 16:07
GFGC1033OC;1033;CALL;175;189;1101,5;1102;9/22/2023 16:18
GFGC1033OC;1033;CALL;173;189;1100,05;1101;9/22/2023 16:21
GFGC1033OC;1033;CALL;167;189;1099,05;1100;9/22/2023 16:26
GFGC1033OC;1033;CALL;167;175;1099,1;1100;9/22/2023 16:27
GFGC1033OC;1033;CALL;167;173;1099,2;1099,95;9/22/2023 16:28
GFGC1033OC;1033;CALL;167;174;1100;1101;9/22/2023 16:29
GFGC1033OC;1033;CALL;167;189;1103;1103,5;9/22/2023 16:32
GFGC1033OC;1033;CALL;167;195;1102;1104;9/22/2023 16:38
GFGC1033OC;1033;CALL;167;174;1102;1104,5;9/22/2023 16:50
GFGC1033OC;1033;CALL;166,001;174;1097,8;1102;9/22/2023 16:53
GFGC1033OC;1033;CALL;166,001;190;1098;1099;9/22/2023 16:58
GFGC1033OC;1033;CALL;166,001;193,739;1097,5;1098;9/22/2023 16:59
GFGC1033OC;1033;CALL;166,001;194,4;1097,5;1099,5;9/22/2023 17:00
GFGC1033OC;1033;CALL;160;350;1015;1200;9/22/2023 17:36
GFGC1033OC;1033;CALL;165,1;350;1105;1085;9/25/2023 10:46
GFGC1033OC;1033;CALL;165,1;349,9;1099,05;1100;9/25/2023 11:08
GFGC1033OC;1033;CALL;165,1;284,8;1098,1;1102;9/25/2023 11:22
GFGC1033OC;1033;CALL;165,1;175;1099,55;1103,75;9/25/2023 11:26
GFGC1033OC;1033;CALL;165,1;170;1096;1096,15;9/25/2023 11:28
GFGC1033OC;1033;CALL;160;170;1091;1093,95;9/25/2023 11:33
GFGC1033OC;1033;CALL;121,1;170;1083,05;1085;9/25/2023 11:44
GFGC1033OC;1033;CALL;125,2;170;1080;1084,5;9/25/2023 11:45
GFGC1033OC;1033;CALL;121,1;170;1081,7;1082,6;9/25/2023 11:48
GFGC1033OC;1033;CALL;130,1;169,9;1082,1;1082,6;9/25/2023 11:50
GFGC1033OC;1033;CALL;130,1;170;1083,75;1084,5;9/25/2023 11:51
GFGC1033OC;1033;CALL;130;170;1083,7;1083,75;9/25/2023 11:53
GFGC1033OC;1033;CALL;140;170;1087,5;1088,45;9/25/2023 11:58
GFGC1033OC;1033;CALL;141;170;1087,5;1088,4;9/25/2023 11:59
GFGC1033OC;1033;CALL;140;284,9;1087,45;1088,3;9/25/2023 12:00
GFGC1033OC;1033;CALL;130;284,9;1081,05;1086,5;9/25/2023 12:02
GFGC1033OC;1033;CALL;140;284,9;1082,5;1083;9/25/2023 12:06
GFGC1033OC;1033;CALL;140,001;284,9;1082,05;1085;9/25/2023 12:07
GFGC1033OC;1033;CALL;141;284,9;1086;1087,7;9/25/2023 12:09
GFGC1033OC;1033;CALL;141;160;1084,5;1087,75;9/25/2023 12:12
GFGC1033OC;1033;CALL;141;284,9;1087;1089,65;9/25/2023 12:14
GFGC1033OC;1033;CALL;141,01;284,9;1087,5;1089,65;9/25/2023 12:16
GFGC1033OC;1033;CALL;141,5;284,9;1087,55;1089,55;9/25/2023 12:18
GFGC1033OC;1033;CALL;142;284,9;1088;1089,45;9/25/2023 12:35
GFGC1033OC;1033;CALL;142,01;284,9;1088;1089;9/25/2023 12:36
GFGC1033OC;1033;CALL;142,01;177,8;1087,6;1089;9/25/2023 12:39
GFGC1033OC;1033;CALL;142,01;179;1089,75;1089,8;9/25/2023 12:40
GFGC1033OC;1033;CALL;142,01;184,5;1088,05;1089,8;9/25/2023 12:41
GFGC1033OC;1033;CALL;142,01;183,999;1088,8;1092;9/25/2023 12:44
GFGC1033OC;1033;CALL;142,01;184,979;1088,1;1092;9/25/2023 12:45
GFGC1033OC;1033;CALL;142,01;182,949;1088;1090,5;9/25/2023 12:46
GFGC1033OC;1033;CALL;142,01;184,999;1089;1090,5;9/25/2023 12:48
GFGC1033OC;1033;CALL;142,01;184,367;1088;1089;9/25/2023 12:50
GFGC1033OC;1033;CALL;142,51;184,367;1088,1;1089;9/25/2023 12:52
GFGC1033OC;1033;CALL;142,51;182,429;1088;1089;9/25/2023 12:53
GFGC1033OC;1033;CALL;142,51;184,381;1087,6;1088;9/25/2023 12:56
GFGC1033OC;1033;CALL;142,51;180,88;1086;1087;9/25/2023 13:05
GFGC1033OC;1033;CALL;142,51;184,8;1086,1;1086,5;9/25/2023 13:06
GFGC1033OC;1033;CALL;142,51;179,105;1086,1;1087;9/25/2023 13:07
GFGC1033OC;1033;CALL;142,51;178,237;1086,2;1087;9/25/2023 13:08
GFGC1033OC;1033;CALL;142,51;184,619;1086,45;1089,9;9/25/2023 13:09
GFGC1033OC;1033;CALL;143;184,199;1087,05;1089,5;9/25/2023 13:10
GFGC1033OC;1033;CALL;143;178,874;1087,55;1088;9/25/2023 13:11
GFGC1033OC;1033;CALL;143;184,399;1087;1090,45;9/25/2023 13:12
GFGC1033OC;1033;CALL;143;182,693;1087;1089,95;9/25/2023 13:13
GFGC1033OC;1033;CALL;143;182,799;1087,05;1090;9/25/2023 13:14
GFGC1033OC;1033;CALL;143;182,644;1088,5;1090;9/25/2023 13:15
GFGC1033OC;1033;CALL;143,001;165;1089,45;1089,5;9/25/2023 13:18
GFGC1033OC;1033;CALL;143,001;185;1090,7;1094,95;9/25/2023 13:21
GFGC1033OC;1033;CALL;143,001;184,999;1090,5;1095;9/25/2023 13:22
GFGC1033OC;1033;CALL;143,001;185;1090,5;1094,45;9/25/2023 13:23
GFGC1033OC;1033;CALL;143,001;170;1091;1094,5;9/25/2023 13:27
GFGC1033OC;1033;CALL;144;159;1080,5;1082;9/25/2023 13:44
GFGC1033OC;1033;CALL;144,01;159;1084,05;1088;9/25/2023 13:48
GFGC1033OC;1033;CALL;145;159;1087,25;1088;9/25/2023 13:51
GFGC1033OC;1033;CALL;145;157;1088,15;1089;9/25/2023 13:56
GFGC1033OC;1033;CALL;150;157;1088,05;1089;9/25/2023 13:57
GFGC1033OC;1033;CALL;150;155;1090;1091;9/25/2023 14:00
GFGC1033OC;1033;CALL;144;155;1087,6;1089;9/25/2023 14:01
GFGC1033OC;1033;CALL;144,01;152;1089;1090;9/25/2023 14:07
GFGC1033OC;1033;CALL;144,01;151,7;1089,05;1090;9/25/2023 14:09
GFGC1033OC;1033;CALL;150;151,7;1090,05;1092;9/25/2023 14:12
GFGC1033OC;1033;CALL;146,01;152;1090,25;1092;9/25/2023 14:13
GFGC1033OC;1033;CALL;146,01;153;1090,15;1092;9/25/2023 14:14
GFGC1033OC;1033;CALL;146,01;154;1090,05;1092;9/25/2023 14:15
GFGC1033OC;1033;CALL;146,01;156;1091,5;1092;9/25/2023 14:20
GFGC1033OC;1033;CALL;150;156;1090;1092;9/25/2023 14:21
GFGC1033OC;1033;CALL;150;156;1090,05;1091,75;9/25/2023 14:24
GFGC1033OC;1033;CALL;150;157;1091;1091,75;9/25/2023 14:25
GFGC1033OC;1033;CALL;150;156;1086,8;1088,25;9/25/2023 14:31
GFGC1033OC;1033;CALL;150;155,7;1086,85;1088;9/25/2023 14:33
GFGC1033OC;1033;CALL;150;154,5;1088;1089;9/25/2023 14:47
GFGC1033OC;1033;CALL;144,02;154;1086,8;1088;9/25/2023 14:53
GFGC1033OC;1033;CALL;144,021;152;1087,05;1088;9/25/2023 14:57
GFGC1033OC;1033;CALL;144,022;152;1087,8;1088;9/25/2023 14:58
